Track Name,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Label,Genre
Rain On Me (with Ariana Grande),Lady Gaga,0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,182200,4,1,"lady+gaga,ariana+grande,pop,2020,pop,dance,electronic"
everything i wanted,Billie Eilish,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4,1,"pop,indie+pop,billie+eilish,2010s,pop,indie+pop,electropop"
MIA (feat. Drake),Bad Bunny,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,1,"reggaeton,rap,latin+trap,ovo,latin,reggaeton,trap"
Stuck with U (with Justin Bieber),Ariana Grande,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,228482,3,1,"ariana+grande,justin+bieber,pop,rnb,pop,rnb,female+vocalists"
HUMBLE.,Kendrick Lamar,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39E-05,0.0958,0.421,150.011,177000,4,1,"rap,hip-hop,hip-hop,rap,hip+hop"
Toosie Slide,Drake,0.834,0.454,1,-9.75,0,0.201,0.321,6.15E-06,0.114,0.837,81.618,247059,4,1,"drake,rap,hip+hop,trash,hip-hop,rap,hip+hop"
SICKO MODE,Travis Scott,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,312820,4,1,"rap,hip+hop,hip-hop,american"
Psycho (feat. Ty Dolla $ign),Post Malone,0.748,0.546,8,-8.134,1,0.106,0.59,0,0.112,0.413,140.005,220880,4,1,"post+malone,pop,hip-hop,rap,hip-hop,rap,trap"
I'm Upset,Drake,0.899,0.592,11,-7.901,0,0.333,0.263,0,0.0831,0.504,149.953,214139,4,1,"rap,hip+hop,hip-hop,canadian,hip-hop,rap,hip+hop"
Call Out My Name,The Weeknd,0.489,0.598,1,-4.929,1,0.036,0.218,0,0.35,0.172,134.045,228373,3,1,"rnb,soul,canadian,rnb,electronic,canadian"
Jingle Bell Rock,Anita Kerr Singers,0.741,0.326,2,-12.045,1,0.0395,0.918,0,0.0658,0.751,120.992,130267,4,1,"bobby+helms,easy+listening,all,not+streamable"
Nice For What,Drake,0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,210926,4,1,"rap,hip-hop,hip+hop,bounce,hip-hop,rap,hip+hop"
Tusa,KAROL G,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,1,"nicki+minaj,pop,latin+pop,rap,karol+g,latin,reggaeton,latin+pop"
Hawái,Maluma,0.787,0.728,6,-3.455,0,0.389,0.189,2.29E-05,0.0629,0.545,180.066,200198,4,1,"reggaeton,latin,pop,colombia,reggaeton,latin,pop"
Mood (feat. iann dior),24kGoldn,0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,140526,4,1,"hip-hop,rap,electronic,trap,hip-hop,rap,electronic"
Paranoid,Post Malone,0.625,0.536,0,-5.428,1,0.0776,0.038,2.31E-05,0.167,0.253,159.914,221787,4,1,"hip-hop,rap,trap,post+malone,cloud+rap,hip-hop,rap,trap"
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,0.842,0.801,8,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,212500,4,1,"dance,selena+gomez,cardi+b,ozuna,edm,trap,electronic,dance"
Sour Candy (with BLACKPINK),Lady Gaga,0.752,0.87,9,-3.812,0,0.0623,0.0604,1.12E-05,0.489,0.784,120.006,157707,4,1,"blackpink,pop,lady+gaga,pop,dance,electronic"
Saint-Tropez,Post Malone,0.617,0.684,0,-3.618,1,0.0439,0.0545,0,0.104,0.295,132.113,150867,4,1,"post+malone,synthpop,hip-hop,2010s,hip-hop,rap,trap"
Talk Up,Drake,0.759,0.479,11,-10.65,1,0.186,0.0039,5.30E-06,0.302,0.347,140.089,195813,4,1,"hip-hop,rap,jay+z,jay-z,hip-hop,rap,hip+hop"
changes,XXXTENTACION,0.694,0.319,11,-10.061,1,0.0303,0.883,0,0.095,0.493,129.797,121969,4,1,"hip-hop,rap,emo,post-nerdcore,hip-hop,cloud+rap,rap"
Don't Start Now,Dua Lipa,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,183290,4,1,"disco,pop,pop,synthpop,british"
Better Now,Post Malone,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,4,1,"post+malone,rap,trap,rnb,cloud+rap,hip-hop,rap,trap"
Rockin' Around The Christmas Tree,Miley Cyrus,0.603,0.713,10,-7.579,0,0.0351,0.0409,0,0.27,0.796,141.985,116547,4,1,"christmas,pop,female+vocalists,dance"
Beautiful People (feat. Khalid),Ed Sheeran,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,4,1,"pop,khalid,2019,2010s,ed+sheeran,acoustic,british,singer-songwriter"
It's the Most Wonderful Time of the Year,Andy Williams,0.24,0.598,7,-8.435,1,0.0369,0.766,0,0.117,0.776,201.629,151933,3,1,"christmas,christmas+music,oldies,60s,easy+listening"
Mob Ties,Drake,0.755,0.575,4,-8.392,0,0.0673,0.0443,0.00127,0.276,0.493,85.994,205147,4,1,"rap,canadian,hip-hop,decent,drake,hip-hop,rap,hip+hop"
I'm the One,DJ Khaled,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.817,80.984,288877,4,1,"hip-hop,lil+wayne,pleasant,chance+the+rapper,justin+bieber,hip-hop,rap,hip+hop"
After Hours,The Weeknd,0.663,0.567,5,-5.941,0,0.0309,0.0938,0.00978,0.124,0.139,108.959,361947,4,1,"rnb,the+weeknd,pop,dark+pop,rnb,electronic,canadian"
Heartless,The Weeknd,0.531,0.75,10,-5.831,0,0.111,0.00632,7.60E-05,0.117,0.198,169.954,200080,4,1,"the+weeknd,rnb,avant-garde,rnb,electronic,canadian"
the last great american dynasty,Taylor Swift,0.686,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922,230999,4,1,"folk,indie,alternative,indie+pop,pop,country,female+vocalists"
Godzilla (feat. Juice WRLD),Eminem,0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995,210800,4,1,"rap,eminem,2020,juice+wrld,2020s,rap,hip-hop,eminem"
ROCKSTAR (feat. Roddy Ricch),DaBaby,0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977,181733,4,1,"dababy,rap,hip-hop,roddy+ricch,hip-hop,rap,trap"
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,0.643,0.721,1,-5.248,1,0.0449,0.00268,6.51E-06,0.0898,0.317,102.914,190107,4,1,"soundtrack,miley+cyrus,lana+del+rey,2019,pop,rnb,female+vocalists"
Happy Xmas (War Is Over) - Remastered 2010,John Lennon,0.328,0.607,2,-11.076,1,0.0315,0.318,0,0.765,0.395,146.537,213880,3,1,"classic+rock,rock,singer-songwriter,british,pop,classic+rock,rock,singer-songwriter"
Intentions (feat. Quavo),Justin Bieber,0.806,0.546,9,-6.637,1,0.0575,0.3,0,0.102,0.874,147.986,212867,4,1,"pop,rnb,alternative+rnb,2020,pop,rnb,justin+bieber"
KOD,J. Cole,0.823,0.783,0,-6.274,1,0.154,0.21,0,0.113,0.199,141.882,191437,4,1,"hip-hop,rap,hip+hop,trap,hip-hop,rap,hip+hop"
needy,Ariana Grande,0.647,0.309,7,-7.948,0,0.0366,0.78,7.41E-06,0.202,0.195,87.045,171573,4,1,"rnb,pop,pop,rnb,female+vocalists"
Life Is Good (feat. Drake),Future,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,237735,4,1,"drake,future,2020s,2020,hip-hop,rap,trap"
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,0.856,0.694,2,-4.393,1,0.169,0.371,0,0.109,0.489,122.08,324189,4,1,"kendrick+lamar,rap,hip+hop,lil+wayne"
This Is America,Childish Gambino,0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,225773,4,1,"rap,hip+hop,hip-hop,trap,hip-hop,rap,hip+hop"
my tears ricochet,Taylor Swift,0.456,0.263,0,-10.63,1,0.0332,0.806,0,0.0749,0.111,129.86,255894,4,1,"folk,indie,pop,indie+pop,pop,country,female+vocalists"
Yummy,Justin Bieber,0.687,0.514,9,-6.612,0,0.0897,0.366,0,0.116,0.494,145.921,210427,4,1,"2020,pop,rnb,hip-hop,pop,rnb,justin+bieber"
Castle on the Hill,Ed Sheeran,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14E-05,0.14,0.471,135.007,261154,4,1,"pop,best+of+2017,rock,pop+rock,british,acoustic,british,singer-songwriter"
Follow God,Kanye West,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21E-05,0.0426,0.434,180.291,104591,4,1,"rap,hip-hop,kanye+west,2010s,2019,hip-hop,rap,hip+hop"
Can’t Take A Joke,Drake,0.878,0.432,10,-9.852,0,0.143,0.041,0,0.0571,0.441,86.956,163973,4,1,"rap,canadian,hip-hop,drake,like+a+lot,hip-hop,rap,hip+hop"
Passionfruit,Drake,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4,1,"rnb,chill,dancehall,hip-hop,rap,hip+hop"
NASA,Ariana Grande,0.737,0.461,6,-6.887,1,0.293,0.447,0,0.268,0.481,75.005,182000,4,1,"pop,rnb,pop,rnb,female+vocalists"
Hollywood's Bleeding,Post Malone,0.404,0.645,4,-3.221,0,0.0479,0.331,0,0.104,0.158,130.215,156253,4,1,"2019,2010s,post+malone,pop,hip-hop,rap,trap"
MIDDLE CHILD,J. Cole,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594,4,1,"hip+hop,rap,lyrical,banned,hip-hop,rap,hip+hop"
bury a friend,Billie Eilish,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,1,"pop,electropop,alternative+rnb,alternative,2010s,pop,indie+pop,electropop"
Lover,Taylor Swift,0.359,0.543,7,-7.582,1,0.0915,0.492,1.57E-05,0.118,0.453,68.504,221307,4,1,"pop,love,pop,country,female+vocalists"
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067,4,1,"hip-hop,country+rap,rap,country,hip-hop,country+rap,country"
Lucid Dreams,Juice WRLD,0.437,0.481,11,-9.681,0,0.237,0.377,0,0.33,0.216,83.606,239947,4,1,"hip+hop,trap,rap,hip-hop,american,hip-hop,rap,cloud+rap"
ROXANNE,Arizona Zervas,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636,5,1,"2019,2010s,arizona+zervas,rap,hip-hop,rnb"
Don't Cry (feat. XXXTENTACION),Lil Wayne,0.618,0.71,8,-6.066,1,0.331,0.407,0,0.183,0.233,112.014,249450,4,1,xxxtentacion
Do They Know It's Christmas? - 1984 Version,Band Aid,0.599,0.642,0,-6.936,1,0.0363,0.164,3.33E-05,0.0992,0.349,115.412,222533,4,1,"christmas,pop,80s,rock,british,christmas,pop,80s"
bloodline,Ariana Grande,0.758,0.665,2,-5.188,0,0.0774,0.0815,0.000157,0.216,0.643,151.976,216893,4,1,"pop,bop,farofa,love+at+first+listen,best+of+2019,pop,rnb,female+vocalists"
I Love It (& Lil Pump),Kanye West,0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,127947,4,1,"hip-hop,rap,kanye+west,lil+pump,hip-hop,rap,hip+hop"
no tears left to cry,Ariana Grande,0.703,0.696,0,-5.482,1,0.0529,0.0375,5.65E-06,0.274,0.366,121.969,205947,4,1,"pop,dance,pop,rnb,female+vocalists"
Shallow,Lady Gaga,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,215733,4,1,"pop,soundtrack,country,pop,dance,electronic"
Goodbyes (Feat. Young Thug),Post Malone,0.58,0.653,5,-3.818,1,0.0745,0.447,0,0.111,0.175,150.231,174960,4,1,"hip-hop,pop,young+thug,post+malone,hip-hop,rap,trap"
Fuck Love (feat. Trippie Redd),XXXTENTACION,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4,1,"hip-hop,rap,emo,rnb,trap,hip-hop,cloud+rap,rap"
Enemies (feat. DaBaby),Post Malone,0.542,0.674,6,-4.169,1,0.21,0.0588,0,0.0955,0.667,76.388,196760,4,1,"post+malone,dababy,hip-hop,rap,trap"
Lucky You (feat. Joyner Lucas),Eminem,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,244679,4,1,"rap,antonio+carlos+jobim,joao+gilberto,caetano+veloso,chance+the+rapper,rap,hip-hop,eminem"
Spoil My Night (feat. Swae Lee),Post Malone,0.672,0.717,1,-2.714,1,0.034,0.341,2.40E-05,0.106,0.225,160.981,194560,4,1,"hip-hop,rap,trap,urban,post+malone,hip-hop,rap,trap"
Come & Go (with Marshmello),Juice WRLD,0.625,0.811,0,-5.183,1,0.0659,0.0173,0,0.16,0.532,144.994,205485,4,1,"rap,rock,trap,edm,marshmello,hip-hop,rap,cloud+rap"
Feliz Navidad,José Feliciano,0.485,0.857,2,-7.059,1,0.0442,0.534,0,0.347,0.963,148.749,182360,4,1,"christmas,xmas,latin,folk,singer-songwriter"
Mistletoe,Justin Bieber,0.666,0.543,6,-9.188,0,0.0446,0.511,0,0.0911,0.881,161.947,182947,4,1,"christmas,pop,love,2011,pop,rnb,justin+bieber"
Life's A Mess (feat. Halsey),Juice WRLD,0.636,0.448,1,-8.969,1,0.0359,0.335,0,0.17,0.186,143.124,202206,4,1,"halsey,juice+wrld,emo+rap,pop,hip-hop,rap,cloud+rap"
Conversations,Juice WRLD,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,1,"juice+wrld,rap,hip-hop,indie+rock,hip-hop,rap,cloud+rap"
DNA.,Kendrick Lamar,0.638,0.523,1,-6.664,1,0.357,0.00454,0,0.0842,0.422,139.913,185947,4,1,"rap,hip-hop,hip-hop,rap,hip+hop"
Falling Down - Bonus Track,Lil Peep,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400,4,1,"sadboyknmsfavs,rap,cloud+rap,emo+rap,hip-hop"
Pain 1993 (with Playboi Carti),Drake,0.825,0.373,5,-5.532,0,0.108,0.163,0,0.368,0.12,77.271,149078,4,1,"drake,playboi+carti,hip-hop,rap,hip+hop"
Roses - Imanbek Remix,SAINt JHN,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,176840,4,1,"electronic,pop,2019,remix,hip-hop,rap,trap"
Savage Love (Laxed - Siren Beat),Jawsh 685,0.767,0.481,0,-8.52,0,0.0803,0.234,0,0.269,0.761,150.076,171375,4,1,"jason+derulo,2020,2020s,jawsh+685,electronic,hip-hop,jason+derulo"
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,0.603,0.321,2,-11.489,1,0.0599,0.881,0,0.34,0.844,143.104,155600,4,1,"christmas,jazz,swing,christmas"
The Ringer,Eminem,0.939,0.551,1,-9.126,1,0.291,0.0311,0,0.192,0.42,118.552,337941,4,1,"rap,hip-hop,rap,hip-hop,eminem"
my future,Billie Eilish,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,208155,4,1,"indie+pop,amazing,billie+eilish,2020,pop,indie+pop,electropop"
Homicide,Logic,0.722,0.764,10,-5.656,0,0.398,0.145,0,0.171,0.796,139.831,245413,4,1,"rap,hip+hop,eminem,logic,hip-hop,rap,hip+hop"
bad idea,Ariana Grande,0.847,0.58,1,-5.316,1,0.0723,0.0276,0.0548,0.1,0.575,137.995,267107,4,1,"pop,rnb,pop,rnb,female+vocalists"
Sucker,Jonas Brothers,0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,181040,4,1,"pop,pop,pop+rock,disney"
Driving Home for Christmas - 2019 Remaster,Chris Rea,0.513,0.583,9,-10.863,1,0.038,0.355,1.96E-05,0.18,0.866,180.183,241627,4,1,"blues,rock,classic+rock,soft+rock,singer-songwriter,rock,blues,classic+rock"
Alone Again,The Weeknd,0.218,0.652,4,-7.953,0,0.0641,0.033,0.111,0.172,0.0599,65.375,250053,4,1,"rnb,synthpop,r&b,retro,trap,rnb,electronic,canadian"
SOS,Avicii,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202,4,1,"edm,pop,sweden,house,electronic,dance"
CAROUSEL,Travis Scott,0.428,0.403,5,-5.914,0,0.209,0.229,0,0.22,0.133,95.387,180183,5,1,"hip-hop,travis+scott,frank+ocean"
Ice Cream (with Selena Gomez),BLACKPINK,0.79,0.729,9,-3.843,1,0.334,0.0342,9.31E-05,0.0411,0.904,159.989,175813,4,1,"pop,selena+gomez,k-pop,blackpink,k-pop,kpop,pop"
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,0.774,0.511,11,-8.914,1,0.0319,0.322,0,0.0672,0.771,94.736,227653,4,1,"album rock,art rock,beatlesque,classic rock,folk rock,mellow gold,rock,soft rock"
Ignorantes,Bad Bunny,0.85,0.536,1,-5.161,1,0.0599,0.267,3.89E-05,0.0996,0.505,96.029,210607,4,1,"2020,bad+bunny,2020s,latin,reggaeton,trap"
Holly Jolly Christmas,Michael Bublé,0.647,0.465,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,119787,4,1,"christmas,jazz,swing,christmas"
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,288600,4,1,"hip-hop,rap,rnb,hip+hop,hip-hop,rap,hip+hop"
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.753,0.498,2,-5.61,1,0.0504,0.551,0,0.0706,0.927,89.95,158053,4,1,"swae+lee,pop,hip-hop,2010s,2018,hip-hop,rap,trap"
mirrorball,Taylor Swift,0.553,0.413,2,-10.037,1,0.0334,0.687,2.33E-06,0.0594,0.379,110.107,208978,4,1,"folk,indie,alternative,dream+pop,pop,country,female+vocalists"
China,Anuel AA,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4,1,"daddy+yankee,j+balvin,2010s,karol+g,2019,reggaeton,trap,latin+trap"
august,Taylor Swift,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28E-05,0.0925,0.403,89.937,261923,4,1,"indie,indie+pop,folk,pop,country,female+vocalists"
You Need To Calm Down,Taylor Swift,0.768,0.678,2,-5.604,1,0.0505,0.00838,0,0.0596,0.706,85.025,171387,4,1,"pop,taylor+swift,lgbtq,pop,country,female+vocalists"
Mi Gente,J Balvin,0.543,0.677,11,-4.915,0,0.0993,0.0148,6.21E-06,0.13,0.294,103.809,189440,4,1,"reggaeton,latin,pop,latin+pop,reggaeton,pop,colombian"
Sandra’s Rose,Drake,0.487,0.85,1,-5.427,1,0.25,0.047,0,0.142,0.523,152.102,216333,4,1,"rap,canadian,hip-hop,decent,drake,hip-hop,rap,hip+hop"
Havana,Camila Cabello,0.768,0.517,7,-4.323,0,0.0312,0.186,3.80E-05,0.104,0.418,104.992,216897,4,1,"pop,dance,cuba,latin,pop,female+vocalists,dance"
La Difícil,Bad Bunny,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14E-06,0.0783,0.761,179.87,163084,4,1,"2020,bad+bunny,2020s,latin,reggaeton,trap"
Laugh Now Cry Later (feat. Lil Durk),Drake,0.761,0.518,0,-8.871,1,0.134,0.244,3.47E-05,0.107,0.522,133.976,261493,4,1,"drake,lil+durk,hip-hop,rap,hip+hop"
Driving Home for Christmas,Chris Rea,0.603,0.705,9,-7.547,1,0.0328,0.556,0.000123,0.342,0.89,90.12,239947,4,1,"christmas,xmas,christmas+songs,chris+rea,rock,blues,classic+rock"
Memories,Maroon 5,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4,1,"pop,2010s,2019,pop,rock,pop+rock"
boyfriend (with Social House),Ariana Grande,0.4,0.795,10,-3.731,0,0.461,0.119,0,0.159,0.702,190.097,186107,4,1,"pop,social+house,ariana+grande,rnb,pop,rnb,female+vocalists"
How You Like That,BLACKPINK,0.828,0.782,11,-4.014,1,0.0918,0.0694,3.41E-05,0.0544,0.351,130.013,181264,4,1,"blackpink+in+your+area,look+up+to+the+sky+its+a+bird+its+a+plane,k-pop,kpop,pop"
Lovesick Girls,BLACKPINK,0.658,0.733,6,-4.756,1,0.0586,0.00668,0,0.118,0.464,127.977,192760,4,1,"k-pop,kpop,pop,korean,blackpink,k-pop,kpop,pop"
Something Just Like This,The Chainsmokers,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160,4,1,"pop,coldplay,dance,electronic,electronic,pop,house"
fake smile,Ariana Grande,0.45,0.619,9,-7.412,1,0.372,0.329,0,0.319,0.427,83.3,208880,4,1,"pop,rnb,best+of+2019,love+at+first+listen,pop,rnb,female+vocalists"
Rich & Sad,Post Malone,0.599,0.571,2,-4.998,1,0.0665,0.198,0,0.0969,0.285,151.974,206453,4,1,"trap,rap,hip-hop,hip+hop,hip-hop,rap,trap"
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,0.495,0.811,1,-2.649,0,0.0571,0.102,0,0.132,0.241,139.925,229587,4,1,"2019,2010s,rock,ozzy+osbourne,trap,hip-hop,rap,trap"
Con Calma,Daddy Yankee,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,193227,4,1,"daddy+yankee,latin,reggaeton,dancehall,reggaeton,latin,hip-hop"
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.979,204173,4,1,"rnb,hot,rihanna,pop,hip-hop,rap,hip+hop"
In Your Eyes,The Weeknd,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.10E-05,0.0736,0.717,100.021,237520,4,1,"synthpop,pop,rnb,saxophone,rnb,electronic,canadian"
Photograph,Ed Sheeran,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,4,1,"love+at+first+listen,pop,my+song,emotional,best+song+of+the+world,acoustic,british,singer-songwriter"
Galway Girl,Ed Sheeran,0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,170827,4,1,"pop,country,british,ed+sheeran,acoustic,british,singer-songwriter"
Havana (feat. Young Thug),Camila Cabello,0.765,0.523,2,-4.333,1,0.03,0.184,3.56E-05,0.132,0.394,104.988,217307,4,1,"pop,latin,pop,female+vocalists,dance"
seven,Taylor Swift,0.596,0.488,4,-10.769,1,0.0274,0.9,2.70E-05,0.091,0.415,94.926,208907,4,1,"folk,indie,indie+pop,pop,country,female+vocalists"
Si Veo a Tu Mamá,Bad Bunny,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81E-06,0.134,0.824,129.928,170972,4,1,"2020,garota+de+ipanema,all+girls+are+the+same,juice+wrld,bad+bunny,latin,reggaeton,trap"
rockstar (feat. 21 Savage),Post Malone,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01E-05,0.131,0.129,159.801,218147,4,1,"trap,rap,hip-hop,hip-hop,rap,trap"
Wow.,Post Malone,0.833,0.539,11,-7.399,0,0.178,0.163,2.10E-06,0.101,0.385,99.947,149520,4,1,"rap,hip+hop,hip-hop,hip-hop,rap,trap"
Bet You Wanna (feat. Cardi B),BLACKPINK,0.665,0.674,7,-5.188,1,0.161,0.00386,0,0.0734,0.702,111.516,159173,4,1,"k-pop,kpop,pop,korean,blackpink,k-pop,kpop,pop"
wish you were gay,Billie Eilish,0.853,0.351,7,-10.198,1,0.241,0.39,9.38E-06,0.752,0.282,118.028,221543,4,1,"2010s,contemporary+rnb,lovestep,pop,electropop,pop,indie+pop,electropop"
Baby Pluto,Lil Uzi Vert,0.772,0.634,10,-6.101,0,0.212,0.135,0,0.432,0.671,160.052,210261,4,1,"lil+uzi+vert,trap,hip-hop,rap"
Holy (feat. Chance The Rapper),Justin Bieber,0.673,0.704,6,-8.056,1,0.36,0.196,0,0.0898,0.372,86.919,212093,4,1,"pop,rnb,justin+bieber,black+metal,christmas,pop,rnb,justin+bieber"
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,195429,4,1,"fav,2020,rap,hip-hop,hip+hop"
bad guy (with Justin Bieber),Billie Eilish,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,194840,4,1,"justin+bieber,billie+eilish,2010s,2019,pop,indie+pop,electropop"
Lights Up,Harry Styles,0.585,0.62,3,-8.09,0,0.0327,0.0426,0.00224,0.15,0.281,101.939,172227,4,1,"pop,indie+pop,rock,fine+line,rock,pop,alternative"
It Ain't Me (with Selena Gomez),Kygo,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781,4,1,"electronic,tropical+house,house,selena+gomez,2017,electronic,house,chillout"
Everybody Dies In Their Nightmares,XXXTENTACION,0.734,0.57,7,-7.066,0,0.133,0.847,2.14E-05,0.112,0.689,129.953,95467,4,1,"rap,hip+hop,emo,hip-hop,emo+rap,hip-hop,cloud+rap,rap"
ATM,J. Cole,0.772,0.498,8,-7.661,1,0.649,0.115,0,0.0898,0.351,81.817,216727,4,1,"hip-hop,rap,american,2018+single,j+cole,hip-hop,rap,hip+hop"
The Man,The Killers,0.612,0.942,6,-2.558,0,0.122,0.0776,5.97E-06,0.0867,0.474,106.039,248400,4,1,"rock,alternative,new+wave,indie,indie+rock,indie+rock,indie,rock"
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.30E-05,0.325,0.0862,117.973,245200,4,1,"pop,rnb,british,taylor+swift,pop,rnb,british"
Underneath the Tree,Kelly Clarkson,0.509,0.812,8,-5.438,1,0.0537,0.0013,1.99E-05,0.214,0.689,159.876,229640,4,1,"christmas,pop,holiday,pop,female+vocalists,pop+rock"
Boy With Luv (feat. Halsey),BTS,0.645,0.862,11,-4.757,0,0.0965,0.0923,0,0.192,0.798,119.991,229773,4,1,"k-pop,pop,bots,bts,kpop,k-pop,bts,kpop"
Too Late,The Weeknd,0.638,0.863,4,-5.221,0,0.132,0.052,5.46E-05,0.685,0.226,120.077,239973,4,1,"rnb,rap,r&b,the+weeknd,rnb,electronic,canadian"
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,179405,4,1,"nicki+minaj,rap,hip-hop,murda+beatz,6ix9ine,hip-hop,rap,trap"
All The Stars (with SZA),Kendrick Lamar,0.705,0.628,5,-5.362,0,0.0489,0.0287,0.0193,0.0863,0.465,96.799,235540,4,1,"hip-hop,rap,soundtrack,rnb,hip-hop,rap,hip+hop"
All Mine,Kanye West,0.925,0.308,11,-6.562,0,0.338,0.125,0,0.0933,0.265,122.099,145507,4,1,"rap,hip-hop,hip-hop,rap,hip+hop"
One Kiss (with Dua Lipa),Calvin Harris,0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,214847,4,1,"house,pop,dance,electronic,dance,electro"
