Track Name,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Label,Genre
Trivia 起 : Just Dance,BTS,0.723,0.906,1,-4.778,0,0.279,0.0907,0,0.0771,0.398,125.019,225221,4,1,"bts,jhope,korean,army,k-pop,bts,kpop"
Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,0.763,0.573,1,-8.652,1,0.148,0.0148,9.93E-06,0.189,0.139,134.974,260672,4,1,"hip-hop,trap,alternative,rap,indie,female+vocalists,pop"
Curve (feat. The Weeknd),Gucci Mane,0.76,0.476,8,-8.103,1,0.241,0.294,0,0.1,0.354,147.01,161990,4,1,"hip-hop,rap,gucci+mane,trap,the+weeknd,hip-hop,rap,dirty+south"
Killer Queen - Remastered 2011,Queen,0.535,0.65,10,-6.328,1,0.0554,0.379,0,0.14,0.61,117.188,179600,4,1,"rock,garage+rock,psychedelic+rock,bohemian+rhapsody,classic+rock,rock,hard+rock"
Girl,Myke Towers,0.733,0.708,6,-4.957,1,0.0937,0.0325,0.000327,0.324,0.694,93.021,186427,4,1,"reggaeton,latin+rap,puerto+rico,latin+music,latin+trap,reggaeton,latin+rap,latin+music"
STAR WARS - prod. Young Miles - Crookers x Nic Sarno,MACHETE,0.789,0.767,0,-4.54,1,0.119,0.146,0,0.0854,0.58,129.961,208622,4,1,"russian,rock,hardcore,thrash+metal,russian,rock,hardcore"
Party Monster,The Weeknd,0.573,0.63,1,-8.389,1,0.105,0.189,2.31E-05,0.259,0.218,77.525,249213,4,1,"lana+del+rey,rnb,canadian,rnb,electronic,canadian"
Racks 2 Skinny,Migos,0.814,0.584,1,-5.425,1,0.0819,0.00839,0,0.0646,0.405,141.016,178025,4,1,"hip-hop,trap,rap,trap+rap,hip-hop,trap,rap"
Do They Know It's Christmas? - 2014,Band Aid 30,0.626,0.541,0,-7.615,1,0.0308,0.352,0,0.119,0.255,112.001,228916,4,1,"pop,indie,christmas,pop,indie,christmas"
Love On The Brain,Rihanna,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08E-05,0.0789,0.378,172.006,224000,3,1,"soul,pop,rihanna,rnb,pop,rnb,dance"
Excitement,Trippie Redd,0.474,0.681,4,-3.473,0,0.038,0.0263,4.27E-05,0.0972,0.0384,121.96,283270,4,1,"hip-hop,trap,rap,cloud+rap,hip-hop,trap,rap"
Tattoos Together,Lauv,0.862,0.4,4,-7.486,1,0.0736,0.00575,7.49E-06,0.123,0.596,122.963,186613,4,1,"indie+pop,pop,indie,albums+i+have+to+listen+to,hairy+chest,indie+pop,pop,indie"
Days in The East,Drake,0.733,0.361,1,-11.129,1,0.135,0.348,0.000285,0.0942,0.0361,94.902,353698,4,1,"drake,40,partynextdoor,hip-hop,rap,hip+hop"
Shit Changed,Ufo361,0.826,0.528,9,-9.221,1,0.175,0.141,0.000362,0.104,0.318,157.001,183839,4,1,"trap,rap,german+trap,hip-hop,trap,rap,german+trap"
Dead Inside (Interlude),XXXTENTACION,0.461,0.0279,0,-21.992,1,0.0412,0.973,0.00226,0.169,0.354,88.388,86827,4,1,"piano,rnb,sad,xxxtentacion,hip-hop,cloud+rap,rap"
SENTIMENTAL,Damso,0.793,0.487,8,-9.082,0,0.114,0.317,0.0398,0.0976,0.395,98.974,206720,4,1,"rap,hip-hop,rap+fr,rap+francais,rap+belge,rap,hip-hop,rap+fr"
when the party's over - Recorded at Spotify Studios NYC,Lewis Capaldi,0.509,0.183,10,-10.27,1,0.0377,0.946,0,0.0914,0.258,117.354,232837,3,1,"cover,pop,scottish,singer-songwriter"
Majesty (with Labrinth & feat. Eminem),Nicki Minaj,0.81,0.73,11,-5.209,0,0.223,0.314,0,0.105,0.568,157.004,295653,4,1,"hip-hop,rap,rnb,pop,hip+hop,hip-hop,rap,pop"
Cops Shot The Kid,Nas,0.442,0.71,7,-5.142,1,0.684,0.0264,0,0.618,0.508,205.116,167908,4,1,"hip-hop,rap,nas,kanye+west,slick+rick,hip-hop,rap,hip+hop"
Done for Me (feat. Kehlani),Charlie Puth,0.856,0.632,6,-3.692,0,0.074,0.193,0,0.0688,0.697,112.009,180493,4,1,"pop,rnb,pop,rnb,soul"
So Good (feat. Ty Dolla $ign),Zara Larsson,0.726,0.576,0,-7.341,1,0.146,0.085,0,0.0458,0.783,82.055,166707,4,1,"pop,rnb,pop,swedish,female+vocalists"
Live It Up - Official Song 2018 FIFA World Cup Russia,Nicky Jam,0.582,0.944,2,-0.928,0,0.185,0.00573,1.27E-06,0.547,0.8,143.97,207977,4,1,"will+smith,world+cup,mundial,fifa+world+cup,rusia+2018,reggaeton,latin,pop"
Vente Pa' Ca (feat. Maluma),Ricky Martin,0.663,0.92,11,-4.07,0,0.226,0.00431,1.69E-05,0.101,0.533,99.935,259196,4,1,"pop,latin,latin+pop,dance,spanish,latin,pop,dance"
They Afraid Of You,Trippie Redd,0.637,0.616,1,-6.493,0,0.0459,0.223,0,0.181,0.414,78.126,138469,4,1,"playboi+carti,trippie+redd,hip-hop,trap,rap"
"Mary, Did You Know?",Pentatonix,0.497,0.312,11,-9.088,0,0.0269,0.302,0,0.0968,0.177,105.036,203373,4,1,"a+cappella,pop,futuristic,the+sing+off,a+cappella,pop,futuristic"
Invisible Things,Lauv,0.733,0.552,7,-7.404,1,0.0993,0.0833,7.59E-06,0.141,0.279,125.311,197307,5,1,"indie+pop,pop,indie,albums+i+have+to+listen+to,hairy+chest,indie+pop,pop,indie"
Si Supieras,Daddy Yankee,0.691,0.894,9,-1.681,0,0.115,0.291,0,0.104,0.623,184.019,241880,4,1,"reggaeton,latin,hip-hop,spanish,reggaeton,latin,hip-hop"
WANNABE,ITZY,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035,191242,4,1,"k-pop,pop,dance,house,k-pop,kpop,pop"
Tilidin Weg,Bonez MC,0.882,0.53,10,-8.544,0,0.233,0.113,0.479,0.0838,0.171,109.09,180950,4,1,"german+hiphop,hiphop,rap,german,hip-hop,german+hiphop,hiphop,rap"
Sweet Melody,Little Mix,0.448,0.824,5,-4.249,0,0.057,0.0739,0,0.113,0.419,119.965,213693,4,1,"pop,british,female+vocalists,girl+groups,x+factor,pop,british,female+vocalists"
B.I.T.C.H.,Megan Thee Stallion,0.742,0.731,11,-4.362,0,0.306,0.0851,0,0.131,0.547,174.019,183143,4,1,"2020,rap,hip-hop,trap,albumsiown,rap,hip-hop,trap"
Candy,Doja Cat,0.689,0.516,8,-5.857,1,0.0444,0.513,0,0.163,0.209,124.876,190920,4,1,"2018+single,pop,rnb,rap"
Me Enamoré,Shakira,0.74,0.879,9,-2.251,0,0.105,0.193,8.25E-05,0.0928,0.948,103.71,226893,4,1,"latin+pop,latin,pop,reggaeton,pop,latin,female+vocalists"
Love Sick,Trippie Redd,0.861,0.712,6,-6.72,0,0.104,0.527,4.12E-05,0.622,0.687,119.042,177981,4,1,"hip-hop,trap,rap,cloud+rap,hip-hop,trap,rap"
Blackberry Sky,Eno,0.805,0.625,5,-8.589,0,0.0434,0.25,0.00527,0.0954,0.647,102.996,156497,4,1,"deutschrap,post-rock,instrumental,ambient"
Shenmue,PNL,0.909,0.582,7,-5.357,1,0.0665,0.0696,4.78E-05,0.0984,0.844,126.063,249598,4,1,"cloud+rap,hip-hop,rap,fr,tisane,cloud+rap,hip-hop,rap"
MARYLEAN (feat. Marracash) - prod. Low Kidd,MACHETE,0.722,0.646,2,-6.743,0,0.31,0.0776,0,0.594,0.661,136.955,144097,4,1,"russian,rock,hardcore,thrash+metal,russian,rock,hardcore"
For Real,Lil Uzi Vert,0.902,0.673,4,-7.481,1,0.458,0.159,0,0.289,0.615,132.066,177048,4,1,"hip-hop,rap,trap,gta+v,blonded,trap,hip-hop,rap"
Venice Bitch,Lana Del Rey,0.388,0.296,9,-13.04,0,0.0301,0.916,0.267,0.105,0.294,78.785,576346,4,1,"dream+pop,psychedelic,neo-psychedelia,rock,indie,female+vocalists,pop"
Selfish,PnB Rock,0.638,0.6,1,-5.84,0,0.0438,0.114,0,0.187,0.0399,101.981,245604,4,1,"rap,rnb,urban,featuring,pnb+rock,rap,hip+hop,rnb"
I Want You Back,The Jackson 5,0.639,0.548,8,-13.534,1,0.0394,0.29,9.68E-05,0.366,0.887,98.359,176333,4,1,"motown,soul,70s,pop,funk,soul,motown,pop"
Happiness Over Everything (H.O.E.) (feat. Future & Miguel),Jhené Aiko,0.415,0.674,1,-8.134,0,0.335,0.131,0,0.202,0.867,134.769,188160,4,1,"rnb,soul,pop,female+vocalists,r&b,rnb,soul,pop"
Goteo,Duki,0.473,0.779,1,-3.725,1,0.0414,0.186,0,0.189,0.438,108.287,164458,3,1,"trap,argentina,trap,argentina,latin"
5 Am in Toronto,Drake,0.555,0.88,11,-4.325,0,0.265,0.0678,0,0.0723,0.391,87.195,205264,4,1,"drake,my+favorites,the+ft+lewis+years,why+on+earth+is+not+on+the+album,i+want+to+conquer+the+world,hip-hop,rap,hip+hop"
UnFazed (feat. The Weeknd),Lil Uzi Vert,0.778,0.707,4,-3.606,0,0.0746,0.0459,0,0.111,0.458,126.684,190355,4,1,"hip-hop,trap,lil+uzi+vert,the+weeknd,trap,hip-hop,rap"
Tomorrow's Dust,Tame Impala,0.616,0.804,0,-5.568,1,0.0427,0.0124,0.0998,0.553,0.627,99.002,326840,4,1,"2020,psychedelic,psychedelic+rock,psychedelic+rock,psychedelic,indie+rock"
Strangers,Halsey,0.69,0.784,11,-4.724,1,0.056,0.01,4.08E-05,0.22,0.284,109.969,221206,4,1,"pop,love,lesbian,alternative,love+at+first+listen,pop,indie,indie+pop"
Escápate Conmigo (feat. Ozuna),Wisin,0.744,0.859,11,-3.166,1,0.0795,0.0256,6.27E-05,0.0881,0.787,91.977,232787,4,1,"reggaeton,latin,reggaeton,latin,dance"
Bad Girls (feat. Gucci Mane),Lil Skies,0.771,0.761,1,-4.727,0,0.047,0.208,0,0.091,0.277,131.01,219664,4,1,"rap,lil+skies,hip-hop,cloud+rap,rap,hip-hop,cloud+rap"
Entertainer,ZAYN,0.706,0.569,5,-7.979,1,0.0368,0.501,2.59E-05,0.095,0.54,154.007,203511,4,1,"rnb,pop,2018+single,pop,rnb,british"
Dolly (with Lil Uzi Vert),Lil Tecca,0.664,0.586,7,-7.813,0,0.238,0.212,0,0.216,0.589,88.502,179813,5,1,"hip-hop,rap,lil+tecca,trap,new+york,hip-hop,rap,lil+tecca"
How U Feel,Huncho Jack,0.853,0.79,2,-2.557,1,0.158,0.0474,1.22E-05,0.382,0.46,139.986,205682,4,1,"rap,hip-hop,trap,travis+scott,quavo,trap,rap,hip-hop"
Miss You,James Hersey,0.88,0.605,5,-7.639,0,0.0531,0.104,0.00488,0.106,0.626,120.017,206099,4,1,"indie,alternative,indie+pop,indie-pop,austrian,indie,austria,electronic"
Teardrops,Bring Me The Horizon,0.497,0.916,7,-3.323,1,0.108,0.000323,0,0.36,0.401,96.051,215004,4,1,"metalcore,deathcore,hardcore,post-hardcore,screamo,metalcore,deathcore,hardcore"
If I'm Lucky,Jason Derulo,0.897,0.634,4,-6.264,0,0.161,0.00413,0,0.0686,0.506,112.048,212014,4,1,linedance+2017
Club Paradise,Drake,0.338,0.729,6,-6.419,0,0.102,0.758,3.24E-05,0.18,0.543,184.174,283816,4,1,"drake,sexy,rap,hip+hop,hip-hop,rap,hip+hop"
Help Me Out (with Julia Michaels),Maroon 5,0.938,0.549,11,-4.884,1,0.067,0.479,3.92E-05,0.101,0.52,115.036,193604,4,1,"pop,maroon+5,julia+michaels,pop,rock,pop+rock"
Get Dripped (feat. Playboi Carti),Lil Yachty,0.95,0.489,8,-8.411,1,0.462,0.105,0,0.411,0.919,130.021,158769,4,1,"trap,hip-hop,playboi+carti,lil+yachty,trap,rap,hip-hop"
Merry Christmas Darling - Album Version/Remix,Carpenters,0.327,0.24,7,-15.181,1,0.0327,0.851,0,0.0997,0.193,81.113,186973,4,1,"pop,70s,female+vocalists,easy+listening,oldies,pop,70s,christmas"
Break My Stride,Matthew Wilder,0.917,0.588,10,-11.047,1,0.0607,0.195,0,0.0914,0.828,110.077,184480,4,1,"80s,pop,one+hit+wonder,new+wave,80s,pop,one+hit+wonder"
Hop Off A Jet (feat. Travis Scott),Young Thug,0.823,0.476,7,-8.951,1,0.242,0.0115,0,0.213,0.353,144.998,174067,4,1,"travis+scott,young+thug,hip-hop,trap,rap"
YAYA,6ix9ine,0.672,0.733,11,-5.377,1,0.0566,0.00289,0,0.199,0.354,105.043,149857,4,1,"hip-hop,rap,trap,hip+hop,hip-hop,rap,trap"
Bones (feat. OneRepublic),Galantis,0.658,0.804,0,-5.735,1,0.0377,0.00463,0,0.178,0.508,120.047,205793,4,1,"pop,onerepublic,galantis,house,electronic,dance"
Breaking the Habit,Linkin Park,0.579,0.849,4,-5.218,0,0.0303,0.108,0,0.0909,0.581,100.021,196907,4,1,"rock,nu+metal,alternative+rock,alternative,linkin+park,rock,nu+metal,alternative+rock"
3:00,Halsey,0.385,0.871,0,-4.604,0,0.0795,0.00906,0,0.579,0.538,189.76,234858,4,1,"chill r&b,pop"
Aullando,Wisin & Yandel,0.8,0.74,10,-4.52,0,0.0479,0.184,0,0.0558,0.775,90.035,226200,4,1,"reggaeton,latin,dance,puerto+rico,reggaeton,latin,dance"
drunk face,Machine Gun Kelly,0.691,0.77,7,-4.578,0,0.0367,0.0282,0,0.497,0.344,90.024,143901,4,1,"hip-hop,rap,pop+punk,cleveland,mgk,hip-hop,rap,pop+punk"
4pm in Calabasas,Drake,0.743,0.66,4,-4.802,0,0.418,0.115,0,0.101,0.549,192.031,240218,4,1,"drake,hip+hop,hip-hop,rap,hip+hop"
Tranz,Gorillaz,0.649,0.883,7,-5.058,1,0.0306,0.0324,0.0185,0.0658,0.779,135.141,162627,4,1,"gorillaz,indie,electronic,electronic+rock,alternative,electronic,hip-hop"
Bleed,A Boogie Wit da Hoodie,0.698,0.572,2,-7.735,1,0.198,0.135,0,0.154,0.391,71.446,176959,4,1,"hip-hop,rap,hip+hop,rnb,hip-hop,rap,hip+hop"
Stain (feat. DaBaby),A Boogie Wit da Hoodie,0.816,0.754,8,-3.911,1,0.389,0.0117,0,0.129,0.604,159.073,175128,4,1,"dababy,hip-hop,rap,hip+hop"
Vuelve,Daddy Yankee,0.73,0.538,1,-5.612,1,0.0319,0.188,0,0.123,0.215,130.023,279613,4,1,"daddy+yankee,bad+bunny,reggaeton,latin,hip-hop"
It Might Be Time,Tame Impala,0.586,0.786,2,-3.768,1,0.0484,0.0212,9.35E-05,0.642,0.326,115.959,273013,4,1,"psychedelic+pop,synthpop,neo-psychedelic+rock,fm4,tame+impala,psychedelic+rock,psychedelic,indie+rock"
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,0.65,0.323,0,-8.698,1,0.0283,0.213,0,0.187,0.276,110.962,166973,3,1,"soul,female+vocalists,rhythm+and+blues,60s,soul,jazz,female+vocalists"
Parasite Eve,Bring Me The Horizon,0.589,0.797,9,-5.464,1,0.15,0.0289,4.35E-06,0.383,0.232,102.489,291813,4,1,"alternative+metal,rock,hardcore,electronic,metalcore,deathcore,hardcore"
Mele Kalikimaka - Single Version,Bing Crosby,0.463,0.285,3,-11.616,1,0.0476,0.838,0,0.241,0.525,204.153,173933,4,1,"jazz,swing,oldies,christmas,crooners,christmas,jazz,swing"
Courage to Change,Sia,0.307,0.606,11,-5.567,0,0.0347,0.0927,0,0.357,0.11,78.828,292656,4,1,"female+vocalists,indie,chillout,trip-hop,pop,female+vocalists,indie,chillout"
The Christmas Song (Chestnuts Roasting On An Open Fire),Justin Bieber,0.533,0.436,9,-9.542,0,0.0289,0.45,0,0.102,0.169,103.477,215160,3,1,"christmas,pop,rnb,justin+bieber"
Maniac,Conan Gray,0.623,0.647,8,-5.438,1,0.04,0.00122,0,0.354,0.522,107.987,185787,4,1,"pop,indie+pop,2019,indie,pop,indie+pop"
Afterthought,Joji,0.668,0.547,1,-8.024,1,0.0353,0.398,0.0766,0.0931,0.192,83.5,194871,4,1,"lo-fi,hip-hop,rnb,japanese,alternative+rnb,lo-fi,hip-hop,rnb"
You Can Cry,Marshmello,0.491,0.617,4,-4.545,0,0.147,0.0974,0,0.27,0.17,126.816,194533,5,1,"juicy+j,james+arthur,marshmello,dance,electronic,trap"
Freak (feat. Bonn),Avicii,0.405,0.576,8,-6.245,1,0.171,0.225,8.08E-06,0.0822,0.695,91.204,179479,4,1,"house,electronic,dance,progressive+house,electro+house,house,electronic,dance"
Done For Me (feat. Kehlani),Charlie Puth,0.856,0.632,6,-3.692,0,0.074,0.193,0,0.0688,0.697,112.009,180493,4,1,"pop,rnb,pop,rnb,soul"
Nummer unterdrückt,Bonez MC,0.812,0.749,0,-6.296,1,0.0881,0.2,0.00124,0.15,0.773,139.962,208795,4,1,"german+hiphop,hiphop,rap,german,vienna,german+hiphop,hiphop,rap"
Ya Salame,Luciano,0.714,0.817,1,-3.987,0,0.435,0.275,0,0.14,0.408,174.1,170200,4,1,"reggae,minimal,roots+reggae,techno,reggae,minimal,roots+reggae"
Gifted (feat. Roddy Ricch),Cordae,0.653,0.603,5,-5.697,0,0.171,0.175,0,0.18,0.551,151.016,168477,4,1,"rap,hip-hop,trap,jazz+rap,jazz+hip-hop,rap,hip-hop,trap"
Multi Millionaire (feat. Lil Uzi Vert),Lil Pump,0.856,0.82,1,-3.813,1,0.0962,0.0226,0,0.168,0.723,146.009,170959,4,1,"lil+uzi+vert,lil+pump,hip-hop,trap,rap"
Past Life (with Selena Gomez),Trevor Daniel,0.612,0.539,3,-5.071,1,0.0488,0.104,0,0.18,0.294,79.948,186480,4,1,"pop,electropop,2020,selena+gomez,trevor+daniel,pop,rnb,hip-hop"
Andromeda (feat. DRAM),Gorillaz,0.788,0.472,0,-9.021,1,0.0475,0.003,0.0322,0.59,0.257,130.084,197547,4,1,"electronic,house,dance,disco,dram,alternative,electronic,hip-hop"
Under Pressure - Remastered,Queen,0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,248440,4,1,"glam+rock,bowie,crowley,intro,good+omens,classic+rock,rock,hard+rock"
Get You The Moon (feat. Snøw),Kina,0.498,0.235,1,-16.541,0,0.188,0.72,0,0.144,0.0895,118.917,179080,4,1,"indie,chill,aesthetic,hardcore,italian+hardcore,punk"
He Like That,Fifth Harmony,0.592,0.681,0,-5.597,1,0.141,0.362,0,0.142,0.491,147.016,217107,4,1,"pop,best+of+2017,guitar,rock,pop,female+vocalists,x+factor"
Leray,Trippie Redd,0.774,0.195,4,-12.233,1,0.087,0.789,0.00103,0.109,0.369,132.847,122707,4,1,"hip-hop,trap,rap,cloud+rap,hip-hop,trap,rap"
"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)",XXXTENTACION,0.919,0.538,1,-6.15,1,0.241,0.0243,0.0415,0.0956,0.597,124.952,203570,4,1,"vybz+kartel,ky-mani+marley,stefflon+don,xxxtentacion,hip-hop,cloud+rap,rap"
"Baby, It's Cold Outside (feat. Kelly Clarkson)",John Legend,0.544,0.593,5,-6.313,0,0.0728,0.499,0,0.159,0.494,135.245,218920,3,1,"soul,rnb,neo-soul,singer-songwriter,soul,rnb,neo-soul"
Lonesome Train,Stan Kenton,0.534,0.211,6,-12.715,1,0.0247,0.464,0,0.132,0.193,93.236,168040,4,1,"jazz,amazing,weird+jazz,jazz,swing,big+band"
Unsainted,Slipknot,0.427,0.944,7,-2.885,1,0.0565,0.000197,0.0159,0.0625,0.248,101.078,260276,4,1,"alternative+metal,metal,nu+metal,nu+metal,metal,heavy+metal"
500 PS,Bonez MC,0.807,0.923,7,-5.885,0,0.0441,0.403,0.00455,0.091,0.836,139.972,181971,4,1,"raf+camora,german+hiphop,hiphop,rap"
Younger Now,Miley Cyrus,0.551,0.869,9,-5.043,1,0.0606,0.00124,3.03E-05,0.164,0.297,121.91,248782,4,1,"pop,folk,pop,female+vocalists,dance"
BLINDFOLD (feat. Lil Baby),Gunna,0.889,0.507,2,-8.74,1,0.162,0.0562,0,0.116,0.219,111.994,154667,4,1,"gunna,2020,rap,hip-hop,trap,hip-hop,rap,trap"
Jay Jay,MERO,0.712,0.619,10,-8.287,0,0.269,0.594,0,0.12,0.579,82.101,137587,4,1,"rap,german,hip-hop,german+rap,deutschrap,rap,german,hip-hop"
Bella - Remix,Wolfine,0.917,0.476,3,-6.621,1,0.0655,0.304,0,0.103,0.87,93.987,218360,4,1,"reggaeton,colombia,colombian,espagnol,reggaeton,colombia,colombian"
Honsool,Agust D,0.478,0.574,1,-8.886,1,0.0606,0.00036,0.00719,0.157,0.187,71.984,219809,4,1,"hip+hop,rap,hip-hop,hip+hop"
Te Amo,Piso 21,0.849,0.724,5,-4.139,1,0.0665,0.0204,5.98E-06,0.235,0.63,98.005,201122,4,1,"latin,all,reggaeton,pop,latin,all,reggaeton"
So Done (feat. Khalid),Alicia Keys,0.399,0.459,7,-6.359,0,0.0938,0.813,0,0.11,0.375,82.528,235785,4,1,"rnb,alternative+rnb,soul,rnb,female+vocalists"
Things Change,Bryson Tiller,0.758,0.613,9,-4.851,0,0.37,0.245,4.36E-05,0.111,0.491,145.756,214732,5,1,"rnb,alternative+rnb,rnb,hip-hop,trap"
All Falls Down,Alan Walker,0.658,0.678,1,-4.407,1,0.058,0.303,0,0.361,0.662,97.976,199111,4,1,"noah+cyrus,digital+farm+animals,alan+walker,electronic,house,dance"
SUGAR (Remix) [feat. Dua Lipa],BROCKHAMPTON,0.661,0.523,8,-5.902,1,0.0381,0.483,0,0.469,0.536,122.948,222009,4,1,"hip-hop,rap,hip+hop,boyband,hip-hop,rap,hip+hop"
Rich Rich,Ufo361,0.548,0.649,4,-4.796,0,0.29,0.0844,0.00044,0.13,0.222,141.853,204319,4,1,"trap,rap,german+trap,hip-hop,trap,rap,german+trap"
Ain't No Sunshine,Bill Withers,0.479,0.416,4,-11.451,0,0.124,0.457,1.72E-05,0.118,0.514,79.593,125093,4,1,"soul,70s,blues,oldies,soul,funk,70s"
Shots,Lil Tecca,0.829,0.582,7,-5.721,0,0.0415,0.525,0,0.0759,0.51,108.028,109373,4,1,"hip-hop,lil+tecca,rap,2019,21st+century+in+music,hip-hop,rap,lil+tecca"
Dreams,The Cranberries,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,271560,4,1,"rock,90s,alternative,female+vocalists,irish,rock,alternative,alternative+rock"
Arose,Eminem,0.612,0.904,4,-6.076,0,0.429,0.182,0,0.17,0.555,75.801,274627,4,1,"rap,hip-hop,hip+hop,eminem,rap,hip-hop,eminem"
Hell and High Water (feat. Alessia Cara),Major Lazer,0.474,0.772,5,-5.925,0,0.26,0.368,3.32E-06,0.183,0.427,169.893,145412,4,1,"electronic,dancehall,reggae,dub,electro,electronic,dancehall,reggae"
Alane,Robin Schulz,0.581,0.799,3,-6.66,1,0.164,0.0419,9.43E-06,0.11,0.662,124.002,175016,4,1,"electronic,dance,minimal,german,electro,electronic,dance,minimal"
Talking to Myself,Linkin Park,0.593,0.712,2,-6.325,0,0.0286,0.00184,0,0.128,0.473,124.013,231307,4,1,"alternative+rock,alternative,pop+rock,love,rock,nu+metal,alternative+rock"
Silent Night,Carpenters,0.125,0.174,4,-16.878,1,0.0363,0.949,0.00051,0.0881,0.123,89.095,201040,3,1,"christmas,pop,70s,christmas"
Best Of Me,BTS,0.651,0.756,8,-4.388,1,0.0762,0.0298,0,0.396,0.473,121.96,227191,4,1,"kpop,k-pop,korean,bts,k-pop,bts,kpop"
Next,Ufo361,0.825,0.749,10,-4.805,0,0.182,0.0199,0,0.14,0.31,154.943,164471,4,1,"trap,rap,german+trap,hip-hop,trap,rap,german+trap"
Rebota - Remix,Guaynaa,0.885,0.857,0,-2.279,0,0.204,0.205,0,0.671,0.818,90.025,262000,4,1,"latin+rap,latin,reggaeton,puerto+rico,latin+rap,latin,reggaeton"
Pumped Up Kicks,Foster The People,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,1,"indie,indie+pop,catchy,summer,happy,indie,indie+pop,alternative"
Panama - 2015 Remaster,Van Halen,0.527,0.978,8,-5.436,1,0.109,0.00124,4.75E-05,0.0744,0.463,141.169,210227,4,1,"hard+rock,ella+knox,aidra+fox,giselle+palmer,sarah+banks,hard+rock,classic+rock,rock"
Por Primera Vez,Camilo,0.716,0.588,1,-3.952,1,0.116,0.152,0,0.0847,0.707,165.896,183547,4,1,"pop,latin,pop,latin,latin+pop"
Christmas All Over Again,Tom Petty and the Heartbreakers,0.529,0.793,9,-8.092,1,0.0318,0.0611,0,0.369,0.739,138.831,254200,4,1,"christmas,classic+rock,rock,80s"
Only You (with Little Mix),Cheat Codes,0.607,0.74,4,-4.793,0,0.172,0.0829,0,0.105,0.219,108.05,189401,4,1,"little+mix,pop,edm,lm5,electronic,tropical+house,dance"
Missing My Idols,Trippie Redd,0.706,0.637,8,-7.284,0,0.37,0.0598,0,0.164,0.528,85.819,146923,4,1,"rap,hip-hop,trap,rap"
From the Dining Table,Harry Styles,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08,211960,4,1,"soundtrack+of+my+life,rock,pop,folk,rock,pop,alternative"
Shot,Ufo361,0.721,0.786,7,-6.637,1,0.0703,0.0348,0.00297,0.652,0.255,105.041,224400,4,1,"trap,rap,german+trap,hip-hop,trap,rap,german+trap"
Envy Me,Calboy,0.556,0.481,11,-7.663,1,0.313,0.282,0,0.216,0.581,149.025,120137,4,1,"calboy,hip-hop,rap,chicago"
Transformer (feat. Nicki Minaj),Future,0.753,0.616,2,-7.34,1,0.165,0.00151,7.10E-06,0.291,0.287,156.83,196333,4,1,"hip-hop,rap,future,hip-hop,rap,trap"
I’ll Make It Up To You,Imagine Dragons,0.512,0.685,7,-7.475,1,0.0838,0.00994,0.0219,0.38,0.163,177.031,262600,3,1,"love+at+first+listen,indie,indie+rock,alternative"
Marlboro Rot,Samra,0.789,0.812,1,-3.981,1,0.168,0.236,0,0.13,0.417,94.03,191000,4,1,"pop,eurovision,german,azerbaijan,pop,eurovision,azerbaijan"
65th & Ingleside,Chance the Rapper,0.792,0.555,0,-7.038,1,0.34,0.0394,6.39E-06,0.107,0.084,99.954,273600,4,1,"chance+the+rapper,hip-hop,rap,hip+hop"
Nina Cried Power (feat. Mavis Staples),Hozier,0.29,0.889,1,-2.611,1,0.159,0.00949,0,0.0821,0.651,98.835,225213,4,1,"handclaps,blues,indie,soul"
Sweater Weather,The Neighbourhood,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,1,"indie,alternative,chill,summer,indie,indie+rock,indie+pop"
YELL OH,Trippie Redd,0.842,0.578,6,-6.05,0,0.138,0.00419,0,0.228,0.19,74.496,236779,4,1,"young+thug,hip-hop,trap,rap"
Krippy Kush,Farruko,0.708,0.56,9,-7.132,1,0.129,0.0668,0,0.111,0.411,163.043,230520,4,1,"latin,hip+hop,trap,latin+hip+hop,bad+bunny,reggaeton,puerto+rico,puerto+rican"
No Sleep Leak,Lil Uzi Vert,0.788,0.689,8,-7.211,1,0.13,0.0112,0,0.22,0.681,136.045,189230,4,1,"hip-hop,trap,lil+uzi+vert,trap,hip-hop,rap"
ICONIC (ft. Jaden Smith),Logic,0.388,0.777,1,-5.55,1,0.241,0.00575,0,0.288,0.192,175.933,298133,4,1,"jaden+smith,hip-hop,rap,hip+hop"
Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,0.721,0.873,1,-4.741,1,0.119,0.0789,0,0.0824,0.552,79.943,172687,4,1,"pop,charli+xcx,electronic,afrojack,dance,house,electronic"
